               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  87,            0.030271,            0.019188,           0.0068876,             0.95406,             0.79819,             0.82525,             0.50966,            0.027198,            0.012137,           0.0061266,           0.0023807,           0.0023807,           0.0023807
                  88,            0.030193,            0.019244,           0.0068935,             0.95713,             0.79033,             0.82503,             0.51102,             0.02717,            0.012103,            0.006165,            0.002329,            0.002329,            0.002329
                  89,            0.029853,            0.018831,           0.0068492,             0.95331,             0.79507,             0.82369,             0.50751,            0.027352,            0.012132,            0.006134,           0.0022809,           0.0022809,           0.0022809
                  90,            0.030002,            0.018688,           0.0066792,             0.95533,             0.79262,             0.82487,             0.50573,            0.027432,            0.012148,           0.0062184,           0.0022365,           0.0022365,           0.0022365
                  91,            0.029968,             0.01881,           0.0066885,             0.95637,             0.78811,             0.82271,             0.51241,            0.027112,            0.012033,           0.0060893,           0.0021958,           0.0021958,           0.0021958
                  92,            0.029974,            0.018765,           0.0068219,             0.94993,             0.79639,             0.82627,             0.51283,            0.027003,            0.012026,           0.0060795,           0.0021588,           0.0021588,           0.0021588
                  93,            0.029945,            0.018857,           0.0067326,             0.95536,              0.7965,             0.82563,             0.51177,            0.027029,            0.012076,            0.006072,           0.0021257,           0.0021257,           0.0021257
                  94,            0.029902,            0.018458,            0.006729,             0.95755,             0.79121,             0.82379,              0.5153,            0.026833,            0.011931,            0.006045,           0.0020963,           0.0020963,           0.0020963
                  95,            0.029363,            0.018177,           0.0064309,             0.95067,             0.79894,             0.82572,             0.50801,            0.027185,            0.012084,           0.0060604,           0.0020709,           0.0020709,           0.0020709
                  96,            0.029574,            0.018664,           0.0067214,             0.95553,              0.7995,             0.82882,             0.51698,            0.026914,            0.011937,           0.0060507,           0.0020492,           0.0020492,           0.0020492
                  97,            0.029493,            0.018266,           0.0065839,             0.95306,             0.80192,             0.82925,             0.51948,            0.026872,            0.011975,           0.0060474,           0.0020315,           0.0020315,           0.0020315
                  98,            0.029459,              0.0186,           0.0065783,             0.94923,             0.81293,               0.833,               0.523,            0.026602,            0.011801,           0.0059735,           0.0020178,           0.0020178,           0.0020178
                  99,            0.029616,            0.018524,           0.0066644,             0.95631,             0.80329,             0.82982,             0.51987,            0.026603,            0.011759,           0.0060186,           0.0020079,           0.0020079,           0.0020079
